dbo:starring,dbo:director,dbo:Film,,dbo:Work,dbo:Film,dbo:Actor,dbo:Person,
dbo:starring,dbo:writer,dbo:Film,,dbo:Work,dbo:Work,dbo:Actor,dbo:Person,
dbo:predecessor,dbo:successor,dbo:OfficeHolder,dbo:Politician,,,,,
dbo:predecessor,dbo:successor,dbo:OfficeHolder,dbo:Politician,,,,,
dbo:predecessor,dbo:successor,dbo:OfficeHolder,dbo:Politician,,,,,
dbo:restingPlace,dbo:birthPlace,dbo:Royalty,dbo:BritishRoyalty,dbo:Person,dbo:Person,dbo:Place,dbo:Place,
dbo:primeMinister,dbo:predecessor,dbo:OfficeHolder,dbo:Politician,,,dbo:Person,,
dbo:birthPlace,dbo:deathPlace,dbo:OfficeHolder,dbo:Politician,dbo:Person,dbo:Person,dbo:Place,dbo:Place,
dbo:predecessor,dbo:successor,,dbo:Politician,,,,,
dbo:largestCity,dbo:capital,dbo:Country,dbo:Country,dbo:PopulatedPlace,dbo:PopulatedPlace,dbo:PopulatedPlace,dbo:City,
dbo:commandStructure,dbo:country,dbo:MilitaryUnit,dbo:MilitaryUnit,dbo:MilitaryUnit,,dbo:MilitaryUnit,dbo:Country,
dbo:successor,dbo:vicePresident,dbo:OfficeHolder,dbo:Politician,,,,dbo:Person,
dbo:product,dbo:service,,dbo:Company,dbo:Organisation,dbo:Company,,,
dbo:locationCity,dbo:location,,,dbo:Organisation,,dbo:City,dbo:Place,
dbo:ideology,dbo:position,dbo:PoliticalParty,dbo:PoliticalParty,dbo:Agent,,dbo:Ideology,,
dbo:leader,dbo:leaderName,dbo:Country,dbo:Country,,dbo:PopulatedPlace,dbo:Person,dbo:Person,
dbo:birthPlace,dbo:ethnicity,dbo:Person,dbo:BasketballPlayer,dbo:Person,dbo:Person,dbo:Place,dbo:EthnicGroup,
dbo:isPartOf,dbo:province,,dbo:City,,dbo:Place,,dbo:Province,
dbo:successor,dbo:predecessor,dbo:OfficeHolder,dbo:Politician,,,,,
dbo:predecessor,dbo:successor,dbo:OfficeHolder,dbo:Politician,,,,,
dbo:predecessor,dbo:successor,dbo:OfficeHolder,dbo:Politician,,,,,
dbo:primeMinister,dbo:predecessor,dbo:OfficeHolder,dbo:Politician,,,dbo:Person,,
dbo:predecessor,dbo:president,dbo:OfficeHolder,dbo:Politician,,dbo:Organisation,,dbo:Person,
