dbo:activeYearsStartDate,dbo:activeYearsEndDate,dbo:PrimeMinister,dbo:Politician,,,xsd:date,xsd:date
dbo:prominence,dbo:elevation,,dbo:Mountain,,dbo:Place,xsd:double,xsd:double
dbo:activeYearsEndDate,dbo:activeYearsStartDate,dbo:President,,,,xsd:date,xsd:date
dbo:serviceStartYear,dbo:activeYearsStartYear,dbo:MilitaryPerson,dbo:BritishRoyalty,dbo:MilitaryPerson,,xsd:gYear,xsd:gYear
dbo:activeYearsStartDate,dbo:activeYearsEndDate,dbo:Politician,dbo:Politician,,,xsd:date,xsd:date
dbo:orderInOffice,dbo:office,,dbo:Politician,,,xsd:string,xsd:string
dbo:orderInOffice,dbo:office,,dbo:Politician,,,xsd:string,xsd:string
dbo:activeYearsStartDate,dbo:activeYearsEndDate,dbo:PrimeMinister,dbo:Politician,,,xsd:date,xsd:date
dbo:activeYearsStartDate,dbo:activeYearsEndDate,dbo:President,,,,xsd:date,xsd:date
dbo:orderInOffice,dbo:office,,dbo:Politician,,,xsd:string,xsd:string
dbo:lastPosition,dbo:wins,dbo:FormulaOneRacer,dbo:FormulaOneRacer,dbo:FormulaOneRacer,dbo:Athlete,xsd:positiveInteger,xsd:nonNegativeInteger
dbo:activeYearsEndDate,dbo:activeYearsStartDate,dbo:Politician,dbo:Politician,,,xsd:date,xsd:date
dbo:activeYearsEndDate,dbo:activeYearsStartDate,dbo:President,dbo:Politician,,,xsd:date,xsd:date
dbo:activeYearsStartDate,dbo:activeYearsEndDate,dbo:Politician,dbo:Politician,,,xsd:date,xsd:date
dbo:activeYearsStartDate,dbo:activeYearsEndDate,dbo:President,dbo:Politician,,,xsd:date,xsd:date
dbo:deathDate,dbo:activeYearsEndDate,,dbo:Politician,dbo:Person,,xsd:date,xsd:date
dbo:activeYearsStartDate,dbo:activeYearsEndDate,dbo:Politician,dbo:Politician,,,xsd:date,xsd:date
dbo:activeYearsStartDate,dbo:activeYearsEndDate,dbo:President,dbo:Politician,,,xsd:date,xsd:date
dbo:activeYearsStartDate,dbo:activeYearsEndDate,dbo:Politician,dbo:Politician,,,xsd:date,xsd:date
dbo:activeYearsStartDate,dbo:activeYearsEndDate,dbo:PrimeMinister,dbo:Politician,,,xsd:date,xsd:date
